40,644.2170182,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,643.0075254,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,642.3032776,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,641.3593861,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,641.0595435,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,640.9255968,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,638.6063637,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,638.2896796,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,637.1961325,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,636.6745016,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,635.493607,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,635.0263675,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,633.1516711,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,632.3629451,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,630.9674019,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,629.5491513,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,628.4920708,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,626.2435087,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,625.0615853,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,625.0332197,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,623.6200823,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,623.5539588,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,622.7153211,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,622.4812441,3.6,5.6,0.006692821,0.010783314,0.011285171,0.009705437,0.010216401,0.003033029,0.002734024,0.001244341,0.000570936,0.000527498,0.011712436,0.044481169,0.060939922,0.0310574,0.021250114,0.009220409,0.008311432,0.004380079,0.001096198,0.001012797,0.008087485,0.010156654,0.01242296,0.008500046,0.003688163,0.003324573,0.001752032,0.000438479,4.05E-04,0.005046827,0.003453144,0.001498316,0.001350608,0.000711763,1.78E-04,1.65E-04,0.004622194,0.020799874,0.04783971,0.053733008,0.044571158,0.025566512,1.08E-02,7.63E-03,6.30E-04,0.020799874,0.04783971,0.053733008,0.044571158,0.023009861,0.009706608,0.006863958,5.67E-04,0.002556651,0.001078512,0.000762662,6.30E-05,0,0,0,0,0,0,0,0.001386658,0.002311097,0.034666457,0.01213326,0.010014754,0.002079987,0.000630299,5.78E-04,0,0.032719916,0.069618309,0.049356804,0.035503898,0.009840184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
